,Ticker,Name,Sector,Industry
1309,GBX,"The Greenbrier Companies, Inc.",Services,Railroads
1310,GCA,"Global Cash Access Holdings, Inc.",Financial,Credit Services
1311,GCAP,"GAIN Capital Holdings, Inc.",Financial,Investment Brokerage - National
1312,GCBC,"Greene County Bancorp, Inc.",Financial,Savings & Loans
1313,GALTW,Galectin Therapeutics Inc.,,
1314,GCFB,Granite City Food & Brewery Ltd.,Services,Restaurants
1315,GCI,"Gannett Co., Inc.",Services,Publishing - Newspapers
1316,GCO,Genesco Inc.,Services,Apparel Stores
1317,GCOM,Globecomm Systems Inc.,,
1318,GD,General Dynamics Corp.,Industrial Goods,Aerospace/Defense Products & Services
1319,GDOT,Green Dot Corporation,Services,Business Services
1320,GE,General Electric Company,Industrial Goods,Diversified Machinery
1321,GEF,"Greif, Inc.",Consumer Goods,Packaging & Containers
1322,GENC,Gencor Industries Inc.,Industrial Goods,Farm & Construction Machinery
1323,GEO,"The GEO Group, Inc.",Financial,REIT - Healthcare Facilities
1324,GEOS,Geospace Technologies Corporation,Technology,Scientific & Technical Instruments
1325,GERN,Geron Corporation,Healthcare,Biotechnology
1326,GES,Guess' Inc.,Services,Apparel Stores
1327,GFF,Griffon Corporation,Industrial Goods,General Building Materials
1328,GEVO,"Gevo, Inc.",Basic Materials,Chemicals - Major Diversified
1329,GFIG,GFI Group Inc.,Financial,Investment Brokerage - National
1330,GFED,Guaranty Federal Bancshares Inc.,Financial,Regional - Southwest Banks
1331,GFN,General Finance Corporation,Services,Rental & Leasing Services
1332,GGG,Graco Inc.,Industrial Goods,Diversified Machinery
1333,GHDX,Genomic Health Inc.,Healthcare,Medical Laboratories & Research
1334,GHM,Graham Corporation,Industrial Goods,Metal Fabrication
1335,GIG,"GigOptix, Inc.",Technology,Semiconductor Equipment & Materials
1336,GIFI,Gulf Island Fabrication Inc.,Industrial Goods,Metal Fabrication
1337,GIII,"G-III Apparel Group, Ltd.",Consumer Goods,Textile - Apparel Clothing
1338,GIGA,Giga-tronics Inc.,Technology,Scientific & Technical Instruments
1339,GILD,Gilead Sciences Inc.,Healthcare,Biotechnology
1340,GIS,"General Mills, Inc.",Consumer Goods,Processed & Packaged Goods
1341,GKNT,"Geeknet, Inc.",Technology,Internet Software & Services
1342,GLBZ,Glen Burnie Bancorp,Financial,Regional - Mid-Atlantic Banks
1343,GLCH,"Gleacher & Company, Inc",Financial,Asset Management
1344,GK,,Services,Personal Services
1345,GLDC,Golden Enterprises Inc.,Consumer Goods,Processed & Packaged Goods
1346,GLOW,"Glowpoint, Inc.",Technology,Diversified Communication Services
1347,GLP,Global Partners LP,Services,Basic Materials Wholesale
1348,GLPW,Global Power Equipment Group Inc.,Industrial Goods,Diversified Machinery
1349,GLRE,"Greenlight Capital Re, Ltd.",Financial,Accident & Health Insurance
1350,GLT,PH Glatfelter Co.,Consumer Goods,Paper & Paper Products
1351,GLF,"Gulfmark Offshore, Inc.",Basic Materials,Oil & Gas Equipment & Services
1352,GLW,Corning Inc.,Technology,Diversified Electronics
1353,GLUU,"Glu Mobile, Inc.",Technology,Multimedia & Graphics Software
1354,GM,General Motors Company,Consumer Goods,Auto Manufacturers - Major
1355,GMAN,"Gordmans Stores, Inc.",Services,Apparel Stores
1356,GMCR,"Keurig Green Mountain, Inc.",Consumer Goods,Processed & Packaged Goods
1357,GME,GameStop Corp.,Services,Electronics Stores
1358,GMED,"Globus Medical, Inc.",Healthcare,Medical Appliances & Equipment
1359,GMET,"Geomet, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
1360,GMETP,"GeoMet, Inc.",,
1361,GMO,"General Moly, Inc.",Basic Materials,Industrial Metals & Minerals
1362,GNBT,Generex Biotechnology Corp.,Healthcare,Drug Delivery
1363,GMT,GATX Corp.,Services,Rental & Leasing Services
1364,GNC,GNC Holdings Inc.,Services,Drug Stores
1365,GNCMA,General Communication Inc.,Technology,Long Distance Carriers
1366,GNE,Genie Energy Ltd.,Basic Materials,Independent Oil & Gas
1367,GNI,Great Northern Iron Ore Properties,Basic Materials,Industrial Metals & Minerals
1368,GNRC,Generac Holdings Inc.,Industrial Goods,Diversified Machinery
1369,GNTX,Gentex Corp.,Consumer Goods,Auto Parts
1370,GNVC,"GenVec, Inc.",Healthcare,Biotechnology
1371,GNW,Genworth Financial Inc.,Financial,Life Insurance
1372,GOM,Ally Financial Inc.,,
1373,GOOD,Gladstone Commercial Corp.,Financial,REIT - Diversified
1374,GORO,Gold Resource Corp,Basic Materials,Gold
1375,GOV,Government Properties Income Trust,Financial,REIT - Office
1376,GPC,Genuine Parts Company,Services,Auto Parts Wholesale
1377,GPI,Group 1 Automotive Inc.,Services,Auto Dealerships
1378,GOOG,Google Inc.,Technology,Internet Information Providers
1379,GPIC,Gaming Partners International Corporation,Consumer Goods,Toys & Games
1380,GPN,Global Payments Inc.,Services,Business Services
1381,GPOR,Gulfport Energy Corp.,Basic Materials,Independent Oil & Gas
1382,GPRE,"Green Plains Renewable Energy, Inc.",Basic Materials,Specialty Chemicals
1383,GPX,GP Strategies Corp.,Services,Education & Training Services
1384,GRA,W.R. Grace & Co.,Basic Materials,Specialty Chemicals
1385,GRC,Gorman-Rupp Co.,Industrial Goods,Diversified Machinery
1386,GRPN,"Groupon, Inc.",Technology,Internet Information Providers
1387,GRIF,Griffin Land & Nurseries Inc.,Financial,Property Management
1388,GSBC,Great Southern Bancorp Inc.,Financial,Regional - Southwest Banks
1389,GSE,GSE Systems Inc.,Technology,Business Software & Services
1390,GSIG,GSI Group Inc.,Technology,Scientific & Technical Instruments
1391,GSIT,GSI Technology Inc.,Technology,Semiconductor - Broad Line
1392,GSM,"Globe Specialty Metals, Inc.",Basic Materials,Industrial Metals & Minerals
1393,GTI,GrafTech International Ltd.,Industrial Goods,Industrial Electrical Equipment
1394,GTAT,GT Advanced Technologies Inc.,Technology,Semiconductor - Specialized
1395,GTIV,Gentiva Health Services Inc.,Healthcare,Home Health Care
1396,GTLS,Chart Industries Inc.,Industrial Goods,Metal Fabrication
1397,GTS,Triple-S Management Corporation,Financial,Accident & Health Insurance
1398,GTN,Gray Television Inc.,Services,Broadcasting - TV
1399,GUID,"Guidance Software, Inc.",Technology,Application Software
1400,GVA,Granite Construction Incorporated,Industrial Goods,Heavy Construction
1401,GWR,Genesee & Wyoming Inc.,Services,Railroads
1402,GXP,Great Plains Energy Incorporated,Utilities,Electric Utilities
1403,GY,GenCorp Inc.,Industrial Goods,Aerospace/Defense - Major Diversified
1404,GWRE,"Guidewire Software, Inc.",Technology,Business Software & Services
1405,H,Hyatt Hotels Corporation,Services,Lodging
1406,HA,Hawaiian Holdings Inc.,Services,Regional Airlines
1407,HAE,Haemonetics Corporation,Healthcare,Medical Instruments & Supplies
1408,HAFC,Hanmi Financial Corporation,Financial,Regional - Pacific Banks
1409,GTXI,GTX Inc.,Healthcare,Biotechnology
1410,HAIN,"The Hain Celestial Group, Inc.",Services,Food Wholesale
1411,HALL,Hallmark Financial Services Inc.,Financial,Property & Casualty Insurance
1412,HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology
1413,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Financial,REIT - Diversified
1414,HAWK,"Blackhawk Network Holdings, Inc.",Financial,Credit Services
1415,HAYN,"Haynes International, Inc.",Industrial Goods,Metal Fabrication
1416,HBCP,"Home Bancorp, Inc.",Financial,Savings & Loans
1417,HBHC,Hancock Holding Company,Financial,Regional - Southeast Banks
1418,HBI,Hanesbrands Inc.,Consumer Goods,Textile - Apparel Clothing
1419,HBIO,Harvard Bioscience Inc.,Healthcare,Medical Instruments & Supplies
1420,HBNC,Horizon Bancorp,Financial,Regional - Northeast Banks
1421,HCA,"HCA Holdings, Inc.",Healthcare,Hospitals
1422,HCCI,"Heritage-Crystal Clean, Inc",Industrial Goods,Pollution & Treatment Controls
1423,HCI,"HCI Group, Inc.",Financial,Property & Casualty Insurance
1424,HCKT,"The Hackett Group, Inc.",Services,Management Services
1425,HCOM,"Hawaiian Telcom Holdco, Inc.",Technology,Diversified Communication Services
1426,HCSG,Healthcare Services Group Inc.,Services,Business Services
1427,HDNG,Hardinge Inc.,Industrial Goods,Machine Tools & Accessories
1428,HCC,HCC Insurance Holdings Inc.,Financial,Property & Casualty Insurance
1429,HE,Hawaiian Electric Industries Inc.,Utilities,Electric Utilities
1430,HEES,,Industrial Goods,Industrial Equipment & Components
1431,HEB,"Hemispherx Biopharma, Inc.",Healthcare,Biotechnology
1432,HEI,HEICO Corporation,Industrial Goods,Aerospace/Defense Products & Services
1433,HEOP,Heritage Oaks Bancorp,Financial,Money Center Banks
1434,HFBC,HopFed Bancorp Inc.,Financial,Savings & Loans
1435,HF,"HFF, Inc.",Financial,Property Management
1436,HFC,HollyFrontier Corporation,Basic Materials,Oil & Gas Refining & Marketing
1437,HES,Hess Corporation,Basic Materials,Independent Oil & Gas
1438,HFFC,HF Financial Corp.,Financial,Savings & Loans
1439,HFWA,Heritage Financial Corp.,Financial,Regional - Pacific Banks
1440,HGG,"hhgregg, Inc.",Services,Electronics Stores
1441,HGR,"Hanger, Inc.",Healthcare,Specialized Health Services
1442,HH,Hooper Holmes Inc.,Healthcare,Specialized Health Services
1443,HHC,The Howard Hughes Corporation,Financial,Real Estate Development
1444,HHS,Harte-Hanks Inc.,Services,Marketing Services
1445,HI,"Hillenbrand, Inc.",Industrial Goods,Diversified Machinery
1446,HIBB,"Hibbett Sports, Inc.",Services,Sporting Goods Stores
1447,HIG,"The Hartford Financial Services Group, Inc.",Financial,Property & Casualty Insurance
1448,HII,"Huntington Ingalls Industries, Inc.",Industrial Goods,Aerospace/Defense Products & Services
1449,HIIQ,"Health Insurance Innovations, Inc.",Healthcare,Health Care Plans
1450,HGSH,China HGS Real Estate Inc.,Financial,Real Estate Development
1451,HILL,Dot Hill Systems Corp.,Technology,Data Storage Devices
1452,HITT,Hittite Microwave Corporation,Technology,Semiconductor - Integrated Circuits
1453,HITK,"Hi-Tech Pharmacal Co., Inc.",Healthcare,Drugs - Generic
1454,HIL,"Hill International, Inc.",Services,Management Services
1455,HIW,Highwoods Properties Inc.,Financial,REIT - Office
1456,HK,Halc,Basic Materials,Oil & Gas Drilling & Exploration
1457,HL,Hecla Mining Co.,Basic Materials,Silver
1458,HLIT,Harmonic Inc.,Technology,Communication Equipment
1459,HLF,Herbalife Ltd.,Consumer Goods,Personal Products
1460,HLS,HEALTHSOUTH Corp.,Healthcare,Specialized Health Services
1461,HLSS,"Home Loan Servicing Solutions, Ltd.",Financial,Mortgage Investment
1462,HME,Home Properties Inc.,Financial,REIT - Residential
1463,HMG,HMG/Courtland Properties Inc.,Financial,REIT - Retail
1464,HMN,Horace Mann Educators Corp.,Financial,Property & Casualty Insurance
1465,HMNF,HMN Financial Inc.,Financial,Savings & Loans
1466,HMPR,Hampton Roads Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks
1467,HMSY,HMS Holdings Corp.,Services,Business Services
1468,HMTV,"Hemisphere Media Group, Inc.",Services,CATV Systems
1469,HNH,Handy & Harman Ltd.,Industrial Goods,Industrial Equipment & Components
1470,HNR,Harvest Natural Resources Inc.,Basic Materials,Independent Oil & Gas
1471,HNI,HNI Corp.,Consumer Goods,Business Equipment
1472,HNRG,Hallador Energy Company,Basic Materials,Nonmetallic Mineral Mining
1473,HNSN,"Hansen Medical, Inc.",Healthcare,Medical Appliances & Equipment
1474,HNT,"Health Net, Inc.",Healthcare,Health Care Plans
1475,HOFT,Hooker Furniture Corp.,Consumer Goods,Home Furnishings & Fixtures
1476,HOG,"Harley-Davidson, Inc.",Consumer Goods,Recreational Vehicles
1477,HOLX,Hologic Inc.,Healthcare,Medical Appliances & Equipment
1478,HOMB,"Home Bancshares, Inc.",Financial,Money Center Banks
1479,HMST,"HomeStreet, Inc.",Financial,Savings & Loans
1480,HOLL,Hollywood Media Corp.,Services,"Specialty Retail, Other"
1481,HOME,Home Federal Bancorp Inc.,Financial,Foreign Regional Banks
1482,HON,Honeywell International Inc.,Industrial Goods,Diversified Machinery
1483,HOS,"Hornbeck Offshore Services, Inc.",Basic Materials,Oil & Gas Equipment & Services
1484,HOT,Starwood Hotels & Resorts Worldwide Inc.,Services,Lodging
1485,HOTR,"Chanticleer Holdings, Inc.",Services,Restaurants
1486,HPAC,Hyde Park Acquisition Corp. II,Conglomerates,Conglomerates
1487,HPCCP,Huntington Preferred Capital Inc.,,
1488,HOV,Hovnanian Enterprises Inc.,Industrial Goods,Residential Construction
1489,HPOL,Harris Interactive Inc.,,
1490,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office
1491,HPQ,Hewlett-Packard Company,Technology,Diversified Computer Systems
1492,HPT,Hospitality Properties Trust,Financial,REIT - Retail
1493,HPTX,"Hyperion Therapeutics, Inc.",Healthcare,Biotechnology
1494,HPY,"Heartland Payment Systems, Inc.",Services,Business Services
1495,HRC,"Hill-Rom Holdings, Inc.",Healthcare,Medical Instruments & Supplies
1496,HRB,,Services,Personal Services
1497,HRG,Harbinger Group Inc.,Conglomerates,Conglomerates
1498,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities
1499,HRL,Hormel Foods Corporation,Consumer Goods,Meat Products
1500,HRS,Harris Corporation,Technology,Communication Equipment
1501,HRT,Arrhythmia Research Technology Inc.,Healthcare,Medical Appliances & Equipment
1502,HSC,Harsco Corporation,Basic Materials,Industrial Metals & Minerals
1503,HSH,The Hillshire Brands Company,Consumer Goods,Processed & Packaged Goods
1504,HSIC,"Henry Schein, Inc.",Services,Medical Equipment Wholesale
1505,HSII,Heidrick & Struggles International Inc.,Services,Staffing & Outsourcing Services
1506,HSKA,Heska Corporation,Healthcare,Medical Laboratories & Research
1507,HSON,"Hudson Global, Inc",Services,Staffing & Outsourcing Services
1508,HSNI,"HSN, Inc.",Services,"Specialty Retail, Other"
1509,HSP,Hospira Inc.,Healthcare,Drugs - Generic
1510,HST,"Host Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel
1511,HSTM,Healthstream Inc.,Technology,Healthcare Information Services
1512,HSY,The Hershey Company,Consumer Goods,Confectioners
1513,HT,Hersha Hospitality Trust,Financial,REIT - Hotel/Motel
1514,HTA,"Healthcare Trust of America, Inc.",Financial,REIT - Healthcare Facilities
1515,HTBI,"HomeTrust Bancshares, Inc.",Financial,Regional - Northeast Banks
1516,HTBK,Heritage Commerce Corp.,Financial,Regional - Pacific Banks
1517,HTCH,Hutchinson Technology Inc.,Technology,Diversified Electronics
1518,HTCO,Hickory Tech Corp.,Technology,Telecom Services - Domestic
1519,HTH,Hilltop Holdings Inc.,Financial,Mortgage Investment
1520,HTLD,"Heartland Express, Inc.",Services,Trucking
1521,HTLF,"Heartland Financial USA, Inc.",Financial,Regional - Southwest Banks
1522,HTM,U.S. Geothermal Inc.,Utilities,Diversified Utilities
1523,HTS,Hatteras Financial Corp,Financial,REIT - Residential
1524,HTWR,Heartware International Inc.,Healthcare,Medical Instruments & Supplies
1525,HTZ,"Hertz Global Holdings, Inc.",Services,Rental & Leasing Services
1526,HUBB,Hubbell Inc.,Technology,Diversified Electronics
1527,HUBG,Hub Group Inc.,Services,Air Delivery & Freight Services
1528,HUM,Humana Inc.,Healthcare,Health Care Plans
1529,HUN,Huntsman Corporation,Basic Materials,Chemicals - Major Diversified
1530,HURC,Hurco Companies Inc.,Technology,Scientific & Technical Instruments
1531,HURN,Huron Consulting Group Inc.,Services,Management Services
1532,HUSA,Houston American Energy Corp.,Basic Materials,Independent Oil & Gas
1533,HVB,Hudson Valley Holding Corp.,Financial,Regional - Northeast Banks
1534,HVT,Haverty Furniture Companies Inc.,Services,Home Furnishing Stores
1535,HW,Headwaters Incorporated,Industrial Goods,General Building Materials
1536,HWAY,Healthways Inc.,Healthcare,Specialized Health Services
1537,HWBK,"Hawthorn Bancshares, Inc.",Financial,Regional - Northeast Banks
1538,HWG,The Hallwood Group Incorporated,Industrial Goods,Textile Industrial
1539,HWCC,Houston Wire & Cable Company,Services,Industrial Equipment Wholesale
1540,HWKN,Hawkins Inc.,Basic Materials,Specialty Chemicals
1541,HXL,Hexcel Corp.,Industrial Goods,Aerospace/Defense Products & Services
1542,HY,"Hyster-Yale Materials Handling, Inc.",Consumer Goods,Trucks & Other Vehicles
1543,HZNP,"Horizon Pharma, Inc.",Healthcare,Drugs - Generic
1544,HZO,Marinemax Inc.,Services,"Specialty Retail, Other"
1545,IACI,IAC/InterActiveCorp,Technology,Internet Information Providers
1546,IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Instruments & Supplies
1547,IBCA,Intervest Bancshares Corp.,Financial,Credit Services
1548,IBCP,Independent Bank Corporation,Financial,Regional - Midwest Banks
1549,IBIO,"iBio, Inc.",Healthcare,Biotechnology
1550,IBKC,IberiaBank Corp.,Financial,Regional - Southeast Banks
1551,IBKR,"Interactive Brokers Group, Inc.",Financial,Investment Brokerage - National
1552,IBM,International Business Machines Corporation,Technology,Information Technology Services
1553,IBOC,International Bancshares Corporation,Financial,Regional - Southwest Banks
1554,ICAD,"iCAD, Inc.",Technology,Technical & System Software
1555,IBTX,"Independent Bank Group, Inc.",Financial,Regional - Southeast Banks
1556,ICCC,ImmuCell Corp.,Healthcare,Biotechnology
1557,ICE,"IntercontinentalExchange Group, Inc.",Financial,Diversified Investments
1558,ICFI,ICF International Inc.,Services,Management Services
1559,ICGE,"ICG Group, Inc.",Technology,Application Software
1560,ICH,"Investors Capital Holdings, Ltd.",Financial,Diversified Investments
1561,ICON,"Iconix Brand Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories
1562,ICUI,"ICU Medical, Inc.",Healthcare,Medical Instruments & Supplies
1563,ICPT,"Intercept Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major
1564,IDA,"IdaCorp, Inc.",Utilities,Electric Utilities
1565,IDCC,"InterDigital, Inc.",Technology,Wireless Communications
1566,IDIX,Idenix Pharmaceuticals Inc.,Healthcare,Biotechnology
1567,IDN,"Intellicheck Mobilisa, Inc.",Technology,Application Software
1568,IDRA,"Idera Pharmaceuticals, Inc.",Healthcare,Biotechnology
1569,IDSA,"Industrial Services of America, Inc.",Industrial Goods,Waste Management
1570,IDSY,ID Systems Inc.,Technology,Communication Equipment
1571,IDT,IDT Corporation,Technology,Diversified Communication Services
1572,IDTI,"Integrated Device Technology, Inc.",Technology,Semiconductor - Broad Line
1573,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostic Substances
1574,IEC,IEC Electronics Corp.,Technology,Printed Circuit Boards
1575,IEP,"Icahn Enterprises, L.P.",Conglomerates,Conglomerates
1576,IESC,"Integrated Electrical Services, Inc.",Industrial Goods,General Contractors
1577,IEX,IDEX Corporation,Industrial Goods,Diversified Machinery
1578,IFMI,"Institutional Financial Markets, Inc.",Financial,Investment Brokerage - National
1579,IFNY,Infinity Energy Resources Inc.,,
1580,IFT,"Imperial Holdings, Inc.",Financial,Life Insurance
1581,IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals
1582,IG,"IGI, Laboratories, Inc.",Healthcare,Biotechnology
1583,IFON,Infosonics Corp.,Technology,Communication Equipment
1584,IGC,"India Globalization Capital, Inc.",Industrial Goods,Heavy Construction
1585,IGOI,"iGo, Inc.",Technology,Computer Based Systems
1586,IGTE,iGATE Corporation,Technology,Information Technology Services
1587,IHC,Independence Holding Co.,Financial,Life Insurance
1588,IHT,Innsuites Hospitality Trust,Financial,REIT - Hotel/Motel
1589,III,"Information Services Group, Inc.",Services,Management Services
1590,IILG,"Interval Leisure Group, Inc.",Services,Business Services
1591,IIN,Intricon Corp.,Industrial Goods,Diversified Machinery
1592,IIIN,Insteel Industries Inc.,Basic Materials,Steel & Iron
1593,IKAN,"Ikanos Communications, Inc.",Technology,Communication Equipment
1594,IKNX,Ikonics Corp.,Basic Materials,Specialty Chemicals
1595,IIVI,II-VI Incorporated,Technology,Scientific & Technical Instruments
1596,IL,"IntraLinks Holdings, Inc.",Technology,Security Software & Services
1597,ILMN,Illumina Inc.,Healthcare,Biotechnology
1598,IM,Ingram Micro Inc.,Services,Computers Wholesale
1599,IMAX,IMAX Corporation,Services,Entertainment - Diversified
1600,IMGN,"ImmunoGen, Inc.",Healthcare,Biotechnology
1601,IMH,Impac Mortgage Holdings Inc.,Financial,Mortgage Investment
1602,IMCB,Intermountain Community Bancorp,Financial,Regional - Southwest Banks
1603,IMI,"Intermolecular, Inc.",Technology,Semiconductor Equipment & Materials
1604,IMKTA,"Ingles Markets, Incorporated",Services,Grocery Stores
1605,IMMR,Immersion Corporation,Technology,Application Software
1606,IMMU,Immunomedics Inc.,Healthcare,Biotechnology
1607,IMMY,"Imprimis Pharmaceuticals, Inc.",Healthcare,Biotechnology
1608,IMN,Imation Corp.,Technology,Data Storage Devices
1609,INAP,Internap Network Services Corp.,Technology,Internet Software & Services
1610,IMO,Imperial Oil Ltd.,Basic Materials,Major Integrated Oil & Gas
1611,INB,Cohen & Steers Global Income Bu,,
1612,INCY,Incyte Corporation,Healthcare,Biotechnology
1613,INDB,Independent Bank Corp.,Financial,Regional - Northeast Banks
1614,INFA,Informatica Corporation,Technology,Business Software & Services
1615,INFI,"Infinity Pharmaceuticals, Inc.",Healthcare,Biotechnology
1616,INFN,Infinera Corporation,Technology,Communication Equipment
1617,INFU,"InfuSystem Holdings, Inc.",Healthcare,Medical Instruments & Supplies
1618,INGR,Ingredion Incorporated,Consumer Goods,Processed & Packaged Goods
1619,ININ,Interactive Intelligence Group Inc.,Technology,Business Software & Services
1620,INN,"Summit Hotel Properties, Inc.",Financial,Real Estate Development
1621,INO,"Inovio Pharmaceuticals, Inc.",Healthcare,Biotechnology
1622,INOC,Innotrac Corp.,,
1623,INPH,Interphase Corp.,Technology,Computer Peripherals
1624,INS,Intelligent Systems Corporation,Industrial Goods,Diversified Machinery
1625,INSM,Insmed Incorporated,Healthcare,Biotechnology
1626,INSY,"INSYS Therapeutics, Inc.",Healthcare,Biotechnology
1627,INT,World Fuel Services Corp.,Basic Materials,Oil & Gas Refining & Marketing
1628,INTC,Intel Corporation,Technology,Semiconductor - Broad Line
1629,INTT,inTEST Corp.,Technology,Semiconductor - Integrated Circuits
1630,INTL,INTL FCStone Inc.,Financial,Investment Brokerage - National
1631,INTU,Intuit Inc.,Technology,Application Software
1632,INTX,Intersections Inc.,Services,Consumer Services
1633,INTG,The InterGroup Corporation,Financial,Property Management
1634,INTZ,Intrusion Inc.,Technology,Security Software & Services
1635,INVE,Identive Group Inc.,Technology,Computer Peripherals
1636,INUV,"Inuvo, Inc.",Services,Marketing Services
1637,INVN,"InvenSense, Inc.",Technology,Semiconductor - Integrated Circuits
1638,INWK,InnerWorkings Inc.,Services,Business Services
1639,IO,ION Geophysical Corporation,Basic Materials,Oil & Gas Equipment & Services
1640,IOSP,Innospec Inc.,Basic Materials,Specialty Chemicals
1641,IOT,Income Opportunity Realty Investors Inc.,Financial,Real Estate Development
1642,IP,International Paper Company,Consumer Goods,Packaging & Containers
1643,IPG,"The Interpublic Group of Companies, Inc.",Services,Advertising Agencies
1644,IPGP,IPG Photonics Corporation,Technology,Semiconductor Equipment & Materials
1645,IPHI,Inphi Corporation,Technology,Semiconductor - Broad Line
1646,IPI,"Intrepid Potash, Inc.",Basic Materials,Agricultural Chemicals
1647,IR,Ingersoll-Rand Plc,Industrial Goods,Diversified Machinery
1648,IRBT,iRobot Corporation,Consumer Goods,Appliances
1649,IPXL,Impax Laboratories Inc.,Healthcare,Drug Manufacturers - Major
1650,IRC,Inland Real Estate Corp.,Financial,REIT - Retail
1651,IRDM,Iridium Communications Inc.,Technology,Diversified Communication Services
1652,IRET,Investors Real Estate Trust,Financial,REIT - Diversified
1653,IRG,"Ignite Restaurant Group, Inc.",Services,Restaurants
1654,IRM,Iron Mountain Inc.,Technology,Business Software & Services
1655,IRIX,IRIDEX Corporation,Healthcare,Medical Appliances & Equipment
1656,IROQ,"IF Bancorp, Inc.",Financial,Savings & Loans
1657,IRWD,"Ironwood Pharmaceuticals, Inc.",Healthcare,Drugs - Generic
1658,ISBC,Investors Bancorp Inc.,Financial,Savings & Loans
1659,ISCA,International Speedway Corp.,Services,Sporting Activities
1660,ISH,International Shipholding Corp.,Services,Shipping
1661,ISIG,Insignia Systems Inc.,Services,Marketing Services
1662,ISIL,Intersil Corporation,Technology,Semiconductor - Broad Line
1663,ISIS,"Isis Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other
1664,ISLE,"Isle of Capri Casinos, Inc.",Services,Resorts & Casinos
1665,ISNS,"Image Sensing Systems, Inc.",Technology,Application Software
1666,ISR,"IsoRay, Inc.",Healthcare,Medical Instruments & Supplies
1667,ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Appliances & Equipment
1668,ISRL,Isramco Inc.,Basic Materials,Independent Oil & Gas
1669,ISSC,Innovative Solutions & Support Inc.,Industrial Goods,Aerospace/Defense Products & Services
1670,ISSI,Integrated Silicon Solution Inc.,Technology,Semiconductor- Memory Chips
1671,IT,Gartner Inc.,Technology,Information Technology Services
1672,ITG,Investment Technology Group Inc.,Financial,Investment Brokerage - Regional
1673,ITI,"Iteris, Inc.",Technology,Communication Equipment
1674,ITIC,Investors Title Co.,Financial,Surety & Title Insurance
1675,ITMN,"InterMune, Inc.",Healthcare,Biotechnology
1676,ITRI,"Itron, Inc.",Technology,Scientific & Technical Instruments
1677,ITT,ITT Corporation,Industrial Goods,Diversified Machinery
1678,ITW,Illinois Tool Works Inc.,Industrial Goods,Diversified Machinery
1679,IVAC,Intevac Inc.,Technology,Diversified Electronics
1680,IVC,Invacare Corporation,Healthcare,Medical Appliances & Equipment
1681,IVR,Invesco Mortgage Capital Inc.,Financial,REIT - Diversified
1682,IVZ,Invesco Ltd.,Financial,Asset Management
1683,IXYS,IXYS Corp.,Technology,Semiconductor - Specialized
1684,JACK,Jack in the Box Inc.,Services,Restaurants
1685,JAH,Jarden Corp.,Consumer Goods,Housewares & Accessories
1686,JAKK,"JAKKS Pacific, Inc.",Consumer Goods,Toys & Games
1687,JBHT,JB Hunt Transport Services Inc.,Services,Trucking
1688,JBL,Jabil Circuit Inc.,Technology,Printed Circuit Boards
1689,JBLU,JetBlue Airways Corporation,Services,Regional Airlines
1690,JBSS,John B Sanfilippo & Son Inc.,Consumer Goods,Processed & Packaged Goods
1691,JBT,John Bean Technologies Corporation,Industrial Goods,Diversified Machinery
1692,JCI,Johnson Controls Inc.,Consumer Goods,Auto Parts
1693,JCP,"J. C. Penney Company, Inc.",Services,Department Stores
1694,JAXB,"Jacksonville Bancorp, Inc.",Financial,Regional - Mid-Atlantic Banks
1695,JCS,Communications Systems Inc.,Technology,Communication Equipment
1696,JCTCF,Jewett-Cameron Trading Company Ltd.,Industrial Goods,"Lumber, Wood Production"
1697,JDSU,JDS Uniphase Corporation,Technology,Communication Equipment
1698,JEC,Jacobs Engineering Group Inc.,Services,Technical Services
1699,JFBC,Jeffersonville Bancorp,Financial,Regional - Northeast Banks
1700,JFBI,Jefferson Bancshares Inc.,Financial,Savings & Loans
1701,JKHY,Jack Henry & Associates Inc.,Technology,Business Software & Services
1702,JJSF,,Consumer Goods,Processed & Packaged Goods
1703,JMP,JMP Group Inc.,Financial,Investment Brokerage - National
1704,JNGW,Jingwei International Limited,Technology,Application Software
1705,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - Major
1706,JNPR,"Juniper Networks, Inc.",Technology,Networking & Communication Devices
1707,JNS,"Janus Capital Group, Inc.",Financial,Asset Management
1708,JOB,General Employment Enterprises Inc.,Services,Staffing & Outsourcing Services
1709,JOE,The St. Joe Company,Financial,Real Estate Development
