Ticker,Name,Sector,Industry
FORM,FormFactor Inc.,Technology,Semiconductor - Broad Line
FORR,Forrester Research Inc.,Services,Research Services
FORD,Forward Industries Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories
FOSL,"Fossil Group, Inc.",Consumer Goods,"Recreational Goods, Other"
FOX,"Twenty-First Century Fox, Inc.",,
FOXA,"Twenty-First Century Fox, Inc.",Services,Entertainment - Diversified
FPO,First Potomac Realty Trust,Financial,REIT - Office
FPP,Fieldpoint Petroleum Corp.,Basic Materials,Independent Oil & Gas
FR,First Industrial Realty Trust Inc.,Financial,REIT - Industrial
FRAN,Francesca's Holdings Corporation,Services,Apparel Stores
FRBK,Republic First Bancorp Inc.,Financial,Regional - Northeast Banks
FRED,"Fred's, Inc.",Services,"Discount, Variety Stores"
FRF,Fortegra Financial Corporation,,
FRGI,"Fiesta Restaurant Group, Inc.",Services,Restaurants
FRM,Furmanite Corporation,Services,Technical Services
FRD,"Friedman Industries, Incorporated",Basic Materials,Steel & Iron
FRME,First Merchants Corporation,Financial,Regional - Midwest Banks
FRNK,Franklin Financial Corporation,Financial,Regional - Southeast Banks
FRP,"Fairpoint Communications, Inc.",Technology,Telecom Services - Domestic
FRT,Federal Realty Investment Trust,Financial,REIT - Retail
FSBK,First South Bancorp Inc.,Financial,Savings & Loans
FRX,Forest Laboratories Inc.,Healthcare,Drug Manufacturers - Other
FRS,"Frisch's Restaurants, Inc.",Services,Restaurants
FSBW,"FS Bancorp, Inc.",Financial,Regional - Pacific Banks
FSCI,"Fisher Communications, Inc.",,
FSFG,"First Savings Financial Group, Inc.",Financial,Regional - Midwest Banks
FSGI,"First Security Group, Inc.",Financial,Savings & Loans
FSI,Flexible Solutions International Inc.,Basic Materials,Specialty Chemicals
FSL,"Freescale Semiconductor, Ltd.",Technology,Semiconductor - Broad Line
FSLR,"First Solar, Inc.",Technology,Semiconductor - Specialized
FSP,Franklin Street Properties Corp.,Financial,REIT - Office
FST,Forest Oil Corporation,Basic Materials,Independent Oil & Gas
FSTR,LB Foster Co.,Services,Railroads
FSYS,"Fuel Systems Solutions, Inc.",Consumer Goods,Auto Parts
FTEK,"Fuel-Tech, Inc.",Industrial Goods,Pollution & Treatment Controls
FTI,"FMC Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services
FTK,Flotek Industries Inc.,Basic Materials,Specialty Chemicals
FTNT,Fortinet Inc.,Technology,Application Software
FU,FAB Universal Corporation,Technology,Application Software
FTR,Frontier Communications Corporation,Technology,Telecom Services - Domestic
FUBC,"1st United Bancorp, Inc.",Financial,Regional - Mid-Atlantic Banks
FULT,Fulton Financial Corporation,Financial,Regional - Northeast Banks
FUN,"Cedar Fair, L.P.",Services,General Entertainment
FUNC,First United Corporation,Financial,Regional - Mid-Atlantic Banks
FUR,Winthrop Realty Trust,Financial,REIT - Diversified
FUL,HB Fuller Co.,Basic Materials,Specialty Chemicals
FURX,"Furiex Pharmaceuticals, Inc.",Healthcare,Drugs - Generic
FWLT,Foster Wheeler AG,Industrial Goods,Heavy Construction
FVE,Five Star Quality Care Inc.,Healthcare,Long-Term Care Facilities
FWRD,Forward Air Corp.,Services,Air Delivery & Freight Services
FXCM,FXCM Inc.,Financial,Investment Brokerage - National
FWV,First West Virginia Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks
FXEN,FX Energy Inc.,Basic Materials,Oil & Gas Drilling & Exploration
G,Genpact Limited,Services,Business Services
GABC,German American Bancorp Inc.,Financial,Regional - Midwest Banks
GALE,"Galena Biopharma, Inc.",Healthcare,Biotechnology
GAIA,Gaiam Inc.,Services,Catalog & Mail Order Houses
GALT,"Galectin Therapeutics, Inc.",Healthcare,Drugs - Generic
GALTU,Galectin Therapeutics Inc.,,
GAS,AGL Resources Inc.,Utilities,Gas Utilities
GB,"Greatbatch, Inc.",Healthcare,Medical Appliances & Equipment
GBCI,"Glacier Bancorp, Inc.",Financial,Regional - Pacific Banks
GBL,"GAMCO Investors, Inc.",Financial,Asset Management
GBLI,Global Indemnity plc,Financial,Property & Casualty Insurance
GBNK,Guaranty Bancorp,Financial,Regional - Mid-Atlantic Banks
GBR,"New Concept Energy, Inc.",Basic Materials,Independent Oil & Gas
GBX,"The Greenbrier Companies, Inc.",Services,Railroads
GCA,"Global Cash Access Holdings, Inc.",Financial,Credit Services
GCAP,"GAIN Capital Holdings, Inc.",Financial,Investment Brokerage - National
GCBC,"Greene County Bancorp, Inc.",Financial,Savings & Loans
GALTW,Galectin Therapeutics Inc.,,
GCFB,Granite City Food & Brewery Ltd.,Services,Restaurants
GCI,"Gannett Co., Inc.",Services,Publishing - Newspapers
GCO,Genesco Inc.,Services,Apparel Stores
GCOM,Globecomm Systems Inc.,,
GD,General Dynamics Corp.,Industrial Goods,Aerospace/Defense Products & Services
GDOT,Green Dot Corporation,Services,Business Services
GE,General Electric Company,Industrial Goods,Diversified Machinery
GEF,"Greif, Inc.",Consumer Goods,Packaging & Containers
GENC,Gencor Industries Inc.,Industrial Goods,Farm & Construction Machinery
GEO,"The GEO Group, Inc.",Financial,REIT - Healthcare Facilities
GEOS,Geospace Technologies Corporation,Technology,Scientific & Technical Instruments
GERN,Geron Corporation,Healthcare,Biotechnology
GES,Guess' Inc.,Services,Apparel Stores
GFF,Griffon Corporation,Industrial Goods,General Building Materials
GEVO,"Gevo, Inc.",Basic Materials,Chemicals - Major Diversified
GFIG,GFI Group Inc.,Financial,Investment Brokerage - National
GFED,Guaranty Federal Bancshares Inc.,Financial,Regional - Southwest Banks
GFN,General Finance Corporation,Services,Rental & Leasing Services
GGG,Graco Inc.,Industrial Goods,Diversified Machinery
GHDX,Genomic Health Inc.,Healthcare,Medical Laboratories & Research
GHM,Graham Corporation,Industrial Goods,Metal Fabrication
GIG,"GigOptix, Inc.",Technology,Semiconductor Equipment & Materials
GIFI,Gulf Island Fabrication Inc.,Industrial Goods,Metal Fabrication
GIII,"G-III Apparel Group, Ltd.",Consumer Goods,Textile - Apparel Clothing
GIGA,Giga-tronics Inc.,Technology,Scientific & Technical Instruments
GILD,Gilead Sciences Inc.,Healthcare,Biotechnology
GIS,"General Mills, Inc.",Consumer Goods,Processed & Packaged Goods
GKNT,"Geeknet, Inc.",Technology,Internet Software & Services
GLBZ,Glen Burnie Bancorp,Financial,Regional - Mid-Atlantic Banks
GLCH,"Gleacher & Company, Inc",Financial,Asset Management
GK,,Services,Personal Services
GLDC,Golden Enterprises Inc.,Consumer Goods,Processed & Packaged Goods
GLOW,"Glowpoint, Inc.",Technology,Diversified Communication Services
GLP,Global Partners LP,Services,Basic Materials Wholesale
GLPW,Global Power Equipment Group Inc.,Industrial Goods,Diversified Machinery
GLRE,"Greenlight Capital Re, Ltd.",Financial,Accident & Health Insurance
GLT,PH Glatfelter Co.,Consumer Goods,Paper & Paper Products
GLF,"Gulfmark Offshore, Inc.",Basic Materials,Oil & Gas Equipment & Services
GLW,Corning Inc.,Technology,Diversified Electronics
GLUU,"Glu Mobile, Inc.",Technology,Multimedia & Graphics Software
GM,General Motors Company,Consumer Goods,Auto Manufacturers - Major
GMAN,"Gordmans Stores, Inc.",Services,Apparel Stores
GMCR,"Keurig Green Mountain, Inc.",Consumer Goods,Processed & Packaged Goods
GME,GameStop Corp.,Services,Electronics Stores
GMED,"Globus Medical, Inc.",Healthcare,Medical Appliances & Equipment
GMET,"Geomet, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
GMETP,"GeoMet, Inc.",,
GMO,"General Moly, Inc.",Basic Materials,Industrial Metals & Minerals
GNBT,Generex Biotechnology Corp.,Healthcare,Drug Delivery
GMT,GATX Corp.,Services,Rental & Leasing Services
GNC,GNC Holdings Inc.,Services,Drug Stores
GNCMA,General Communication Inc.,Technology,Long Distance Carriers
GNE,Genie Energy Ltd.,Basic Materials,Independent Oil & Gas
GNI,Great Northern Iron Ore Properties,Basic Materials,Industrial Metals & Minerals
GNRC,Generac Holdings Inc.,Industrial Goods,Diversified Machinery
GNTX,Gentex Corp.,Consumer Goods,Auto Parts
GNVC,"GenVec, Inc.",Healthcare,Biotechnology
GNW,Genworth Financial Inc.,Financial,Life Insurance
GOM,Ally Financial Inc.,,
GOOD,Gladstone Commercial Corp.,Financial,REIT - Diversified
GORO,Gold Resource Corp,Basic Materials,Gold
GOV,Government Properties Income Trust,Financial,REIT - Office
GPC,Genuine Parts Company,Services,Auto Parts Wholesale
GPI,Group 1 Automotive Inc.,Services,Auto Dealerships
GOOG,Google Inc.,Technology,Internet Information Providers
GPIC,Gaming Partners International Corporation,Consumer Goods,Toys & Games
GPN,Global Payments Inc.,Services,Business Services
GPOR,Gulfport Energy Corp.,Basic Materials,Independent Oil & Gas
GPRE,"Green Plains Renewable Energy, Inc.",Basic Materials,Specialty Chemicals
GPX,GP Strategies Corp.,Services,Education & Training Services
GRA,W.R. Grace & Co.,Basic Materials,Specialty Chemicals
GRC,Gorman-Rupp Co.,Industrial Goods,Diversified Machinery
GRPN,"Groupon, Inc.",Technology,Internet Information Providers
GRIF,Griffin Land & Nurseries Inc.,Financial,Property Management
GSBC,Great Southern Bancorp Inc.,Financial,Regional - Southwest Banks
GSE,GSE Systems Inc.,Technology,Business Software & Services
GSIG,GSI Group Inc.,Technology,Scientific & Technical Instruments
GSIT,GSI Technology Inc.,Technology,Semiconductor - Broad Line
GSM,"Globe Specialty Metals, Inc.",Basic Materials,Industrial Metals & Minerals
GTI,GrafTech International Ltd.,Industrial Goods,Industrial Electrical Equipment
GTAT,GT Advanced Technologies Inc.,Technology,Semiconductor - Specialized
GTIV,Gentiva Health Services Inc.,Healthcare,Home Health Care
GTLS,Chart Industries Inc.,Industrial Goods,Metal Fabrication
GTS,Triple-S Management Corporation,Financial,Accident & Health Insurance
GTN,Gray Television Inc.,Services,Broadcasting - TV
GUID,"Guidance Software, Inc.",Technology,Application Software
GVA,Granite Construction Incorporated,Industrial Goods,Heavy Construction
GWR,Genesee & Wyoming Inc.,Services,Railroads
GXP,Great Plains Energy Incorporated,Utilities,Electric Utilities
GY,GenCorp Inc.,Industrial Goods,Aerospace/Defense - Major Diversified
GWRE,"Guidewire Software, Inc.",Technology,Business Software & Services
H,Hyatt Hotels Corporation,Services,Lodging
HA,Hawaiian Holdings Inc.,Services,Regional Airlines
HAE,Haemonetics Corporation,Healthcare,Medical Instruments & Supplies
HAFC,Hanmi Financial Corporation,Financial,Regional - Pacific Banks
GTXI,GTX Inc.,Healthcare,Biotechnology
HAIN,"The Hain Celestial Group, Inc.",Services,Food Wholesale
HALL,Hallmark Financial Services Inc.,Financial,Property & Casualty Insurance
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Financial,REIT - Diversified
HAWK,"Blackhawk Network Holdings, Inc.",Financial,Credit Services
HAYN,"Haynes International, Inc.",Industrial Goods,Metal Fabrication
HBCP,"Home Bancorp, Inc.",Financial,Savings & Loans
HBHC,Hancock Holding Company,Financial,Regional - Southeast Banks
HBI,Hanesbrands Inc.,Consumer Goods,Textile - Apparel Clothing
HBIO,Harvard Bioscience Inc.,Healthcare,Medical Instruments & Supplies
HBNC,Horizon Bancorp,Financial,Regional - Northeast Banks
HCA,"HCA Holdings, Inc.",Healthcare,Hospitals
HCCI,"Heritage-Crystal Clean, Inc",Industrial Goods,Pollution & Treatment Controls
HCI,"HCI Group, Inc.",Financial,Property & Casualty Insurance
HCKT,"The Hackett Group, Inc.",Services,Management Services
HCOM,"Hawaiian Telcom Holdco, Inc.",Technology,Diversified Communication Services
HCSG,Healthcare Services Group Inc.,Services,Business Services
HDNG,Hardinge Inc.,Industrial Goods,Machine Tools & Accessories
HCC,HCC Insurance Holdings Inc.,Financial,Property & Casualty Insurance
HE,Hawaiian Electric Industries Inc.,Utilities,Electric Utilities
HEES,,Industrial Goods,Industrial Equipment & Components
HEB,"Hemispherx Biopharma, Inc.",Healthcare,Biotechnology
HEI,HEICO Corporation,Industrial Goods,Aerospace/Defense Products & Services
HEOP,Heritage Oaks Bancorp,Financial,Money Center Banks
HFBC,HopFed Bancorp Inc.,Financial,Savings & Loans
HF,"HFF, Inc.",Financial,Property Management
HFC,HollyFrontier Corporation,Basic Materials,Oil & Gas Refining & Marketing
HES,Hess Corporation,Basic Materials,Independent Oil & Gas
HFFC,HF Financial Corp.,Financial,Savings & Loans
HFWA,Heritage Financial Corp.,Financial,Regional - Pacific Banks
HGG,"hhgregg, Inc.",Services,Electronics Stores
HGR,"Hanger, Inc.",Healthcare,Specialized Health Services
HH,Hooper Holmes Inc.,Healthcare,Specialized Health Services
HHC,The Howard Hughes Corporation,Financial,Real Estate Development
HHS,Harte-Hanks Inc.,Services,Marketing Services
HI,"Hillenbrand, Inc.",Industrial Goods,Diversified Machinery
HIBB,"Hibbett Sports, Inc.",Services,Sporting Goods Stores
HIG,"The Hartford Financial Services Group, Inc.",Financial,Property & Casualty Insurance
HII,"Huntington Ingalls Industries, Inc.",Industrial Goods,Aerospace/Defense Products & Services
HIIQ,"Health Insurance Innovations, Inc.",Healthcare,Health Care Plans
HGSH,China HGS Real Estate Inc.,Financial,Real Estate Development
HILL,Dot Hill Systems Corp.,Technology,Data Storage Devices
HITT,Hittite Microwave Corporation,Technology,Semiconductor - Integrated Circuits
HITK,"Hi-Tech Pharmacal Co., Inc.",Healthcare,Drugs - Generic
HIL,"Hill International, Inc.",Services,Management Services
HIW,Highwoods Properties Inc.,Financial,REIT - Office
HK,Halc,Basic Materials,Oil & Gas Drilling & Exploration
HL,Hecla Mining Co.,Basic Materials,Silver
HLIT,Harmonic Inc.,Technology,Communication Equipment
HLF,Herbalife Ltd.,Consumer Goods,Personal Products
HLS,HEALTHSOUTH Corp.,Healthcare,Specialized Health Services
HLSS,"Home Loan Servicing Solutions, Ltd.",Financial,Mortgage Investment
HME,Home Properties Inc.,Financial,REIT - Residential
HMG,HMG/Courtland Properties Inc.,Financial,REIT - Retail
HMN,Horace Mann Educators Corp.,Financial,Property & Casualty Insurance
HMNF,HMN Financial Inc.,Financial,Savings & Loans
HMPR,Hampton Roads Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks
HMSY,HMS Holdings Corp.,Services,Business Services
HMTV,"Hemisphere Media Group, Inc.",Services,CATV Systems
HNH,Handy & Harman Ltd.,Industrial Goods,Industrial Equipment & Components
HNR,Harvest Natural Resources Inc.,Basic Materials,Independent Oil & Gas
HNI,HNI Corp.,Consumer Goods,Business Equipment
HNRG,Hallador Energy Company,Basic Materials,Nonmetallic Mineral Mining
HNSN,"Hansen Medical, Inc.",Healthcare,Medical Appliances & Equipment
HNT,"Health Net, Inc.",Healthcare,Health Care Plans
HOFT,Hooker Furniture Corp.,Consumer Goods,Home Furnishings & Fixtures
HOG,"Harley-Davidson, Inc.",Consumer Goods,Recreational Vehicles
HOLX,Hologic Inc.,Healthcare,Medical Appliances & Equipment
HOMB,"Home Bancshares, Inc.",Financial,Money Center Banks
HMST,"HomeStreet, Inc.",Financial,Savings & Loans
HOLL,Hollywood Media Corp.,Services,"Specialty Retail, Other"
HOME,Home Federal Bancorp Inc.,Financial,Foreign Regional Banks
HON,Honeywell International Inc.,Industrial Goods,Diversified Machinery
HOS,"Hornbeck Offshore Services, Inc.",Basic Materials,Oil & Gas Equipment & Services
HOT,Starwood Hotels & Resorts Worldwide Inc.,Services,Lodging
HOTR,"Chanticleer Holdings, Inc.",Services,Restaurants
HPAC,Hyde Park Acquisition Corp. II,Conglomerates,Conglomerates
HPCCP,Huntington Preferred Capital Inc.,,
HOV,Hovnanian Enterprises Inc.,Industrial Goods,Residential Construction
HPOL,Harris Interactive Inc.,,
HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office
HPQ,Hewlett-Packard Company,Technology,Diversified Computer Systems
HPT,Hospitality Properties Trust,Financial,REIT - Retail
HPTX,"Hyperion Therapeutics, Inc.",Healthcare,Biotechnology
HPY,"Heartland Payment Systems, Inc.",Services,Business Services
HRC,"Hill-Rom Holdings, Inc.",Healthcare,Medical Instruments & Supplies
HRB,,Services,Personal Services
HRG,Harbinger Group Inc.,Conglomerates,Conglomerates
HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities
HRL,Hormel Foods Corporation,Consumer Goods,Meat Products
HRS,Harris Corporation,Technology,Communication Equipment
HRT,Arrhythmia Research Technology Inc.,Healthcare,Medical Appliances & Equipment
HSC,Harsco Corporation,Basic Materials,Industrial Metals & Minerals
HSH,The Hillshire Brands Company,Consumer Goods,Processed & Packaged Goods
HSIC,"Henry Schein, Inc.",Services,Medical Equipment Wholesale
HSII,Heidrick & Struggles International Inc.,Services,Staffing & Outsourcing Services
HSKA,Heska Corporation,Healthcare,Medical Laboratories & Research
HSON,"Hudson Global, Inc",Services,Staffing & Outsourcing Services
HSNI,"HSN, Inc.",Services,"Specialty Retail, Other"
HSP,Hospira Inc.,Healthcare,Drugs - Generic
HST,"Host Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel
